complaint_id,description,category,subcategory,latitude,longitude,timestamp,ground_truth_issue_id,is_duplicate
484,Power outages just outside Singanallur are happening almost every other day now.,Electricity,Power outage,11.002526,77.026426,2026-08-05 12:52,ISSUE_0368,True
485,Drivers are ignoring the malfunctioning signal near RS Puram and crossing anyhow.,Road,Traffic signal,11.006699,76.94611,2026-07-27 01:50,ISSUE_0098,False
486,The quality of drinking water just outside Kalapatti needs to be tested urgently. This has been the case for several days.,Water,Water quality,11.072327,77.030875,2026-07-25 11:11,ISSUE_0342,True
487,The tar layer in front of Kalapatti has peeled off exposing the base layer beneath.,Road,Road damage,11.073618,77.030809,2026-07-13 15:22,ISSUE_0054,True
488,"This road in front of Singanallur badly needs repaving, it's falling apart bit by bit. This is a serious safety risk for everyone nearby.",Road,Road damage,11.00305,77.0241,2026-07-19 03:43,ISSUE_0072,False
489,The electric meter box in the Ram Nagar locality is open and wires are visible. This has been the case since the last heavy rain.,Electricity,Electrical hazard,10.999946,76.961911,2026-07-29 09:59,ISSUE_0416,True
490,The open plot on the Vellalore main road has become a dumping site for old furniture and debris. Several people in the area have noticed this. This has been the case for a few weeks.,Sanitation,Waste dumping,10.944246,76.993961,2026-08-10 09:26,ISSUE_0196,True
491,Construction vehicles have worsened the already damaged road along the stretch near Kalapatti. It's a small issue but worth noting.,Road,Road damage,11.074147,77.031925,2026-08-10 12:21,ISSUE_0054,True
492,The tap water beside the Pollachi Road bus stop has visible particles floating in it. Noticed it this morning while passing by. This has been the case since the last heavy rain.,Water,Water quality,10.93272,76.967524,2026-07-24 03:15,ISSUE_0336,True
493,The road around the Vellalore area has developed ridges and dips that jolt every vehicle passing. This is becoming a regular nuisance for residents. This has been the case since last week.,Road,Road damage,10.947169,76.994639,2026-08-19 10:37,ISSUE_0068,False
494,Garbage bags are being thrown around the Selvapuram area instead of using the designated bins.,Sanitation,Waste dumping,10.988854,76.935724,2026-07-12 05:53,ISSUE_0193,True
495,The road on the Peelamedu Pudur main road is flooded again and vehicles are struggling to cross. This has been the case for quite some time.,Drainage,Waterlogging,11.025733,77.03519,2026-07-07 03:35,ISSUE_0274,True
496,Rainwater has pooled on the Saibaba Colony main road and isn't draining away.,Drainage,Waterlogging,11.018212,76.938142,2026-07-07 23:11,ISSUE_0266,True
497,The electric meter box beside the Saibaba Colony bus stop is open and wires are visible. This has been the case for a few weeks.,Electricity,Electrical hazard,11.014569,76.933436,2026-07-25 22:13,ISSUE_0410,True
498,The road close to Race Course is filled with knee-deep water right now. Noticed it this morning while passing by.,Drainage,Waterlogging,10.995484,76.956818,2026-08-18 12:59,ISSUE_0273,True
499,Water levels beside the Kuniyamuthur bus stop rose quickly during the storm and haven't gone down.,Drainage,Waterlogging,10.970553,76.951952,2026-07-16 23:26,ISSUE_0288,False
500,"Chunks of the road near Kavundampalayam Bypass have crumbled away leaving an uneven surface. Not a big problem yet, just flagging it. This has been the case for several days.",Road,Road damage,11.04923,76.948376,2026-08-19 04:04,ISSUE_0042,True
501,The supplied water beside the Thudiyalur bus stop appears contaminated with sediment.,Water,Water quality,11.080808,76.941476,2026-07-23 04:36,ISSUE_0343,True
502,"Residents along the stretch near Mettupalayam Road are frustrated with the inconsistent garbage pickup. Not a big problem yet, just flagging it.",Sanitation,Garbage collection,11.045192,76.947423,2026-08-02 21:09,ISSUE_0153,True
503,"Rainwater is not draining near Uppilipalayam, leaving the road waterlogged for days. This has been the case for quite some time.",Drainage,Waterlogging,10.988,77.024929,2026-08-06 11:15,ISSUE_0259,True
504,Construction vehicles have worsened the already damaged road just outside Ram Nagar. It's a small issue but worth noting.,Road,Road damage,11.003205,76.966753,2026-07-16 01:37,ISSUE_0048,True
505,This water in the Pollachi Road locality doesn't look safe to drink at all.,Water,Water quality,10.932705,76.968382,2026-08-09 11:16,ISSUE_0336,True
506,The sewage line close to Sundarapuram appears to have backed up and is overflowing. This has been the case for the past two days.,Drainage,Drain overflow,10.972458,76.96965,2026-08-03 03:08,ISSUE_0226,True
507,"Someone needs to stop the dumping in the Trichy Road locality, it's turning into a health hazard. It's a small issue but worth noting.",Sanitation,Waste dumping,10.987225,77.007034,2026-07-05 20:03,ISSUE_0198,True
508,There's a live wire lying on the ground along the stretch near Vilankurichi.,Electricity,Electrical hazard,11.01145,77.017735,2026-08-09 14:12,ISSUE_0433,False
509,Flies and stray dogs are gathering around the uncollected waste around the Vellalore area. This has been the case for a few weeks.,Sanitation,Garbage collection,10.945658,76.995039,2026-08-09 16:43,ISSUE_0151,True
510,We haven't received municipal water along the stretch near Ganapathy on the usual schedule. Elderly residents are finding it especially difficult.,Water,Water supply,11.032568,76.967975,2026-07-28 07:51,ISSUE_0309,True
511,Water supply close to Malumichampatti has become unpredictable over the last month. Many residents in the area are affected by this. This has been the case for a few weeks.,Water,Water supply,10.927325,76.984947,2026-07-26 12:27,ISSUE_0316,False
512,A broken electrical fixture around the Kavundampalayam area is sparking intermittently. Vehicles are getting damaged because of this.,Electricity,Electrical hazard,11.046971,76.945529,2026-07-02 19:45,ISSUE_0415,True
513,"Please fix the pothole near Sowripalayam, it's damaging vehicle tyres.",Road,Pothole,11.003339,76.993591,2026-07-19 01:15,ISSUE_0016,True
514,The junction box just outside Kavundampalayam has been left open with live connections inside. This has been the case since yesterday.,Electricity,Electrical hazard,11.047056,76.945875,2026-07-23 12:15,ISSUE_0415,True
515,Bikers keep swerving near Race Course because of a hidden pothole. Many residents in the area are affected by this.,Road,Pothole,10.995973,76.956327,2026-07-29 15:25,ISSUE_0003,True
516,Water supply on the Sitra main road has become unpredictable over the last month.,Water,Water supply,10.974384,76.999056,2026-08-16 16:12,ISSUE_0299,True
517,There is no proper garbage pickup happening just outside Eachanari this month.,Sanitation,Garbage collection,10.95194,76.95107,2026-08-11 19:11,ISSUE_0150,True
518,Household waste near Avinashi Road is accumulating since the collection schedule was disrupted.,Sanitation,Garbage collection,11.021764,77.002217,2026-07-01 15:42,ISSUE_0154,True
519,Several streetlights beside the Sowripalayam bus stop are not lighting up after sunset. This has been the case since last week.,Streetlight,Broken streetlight,11.000936,76.994956,2026-07-07 14:26,ISSUE_0115,True
520,Residents near Vadavalli Market have noticed a yellowish tint in the tap water. Several households have complained of stomach issues after drinking this water.,Water,Water quality,11.018941,76.904675,2026-07-17 13:58,ISSUE_0339,True
521,Power has gone off just outside Singanallur multiple times today. Elderly residents are finding it especially difficult.,Electricity,Power outage,11.001784,77.02759,2026-07-12 07:50,ISSUE_0368,True
522,The streetlight close to Kalapatti has stopped working and the area is very dark at night. This has been the case for over a month now.,Streetlight,Broken streetlight,11.072716,77.031557,2026-08-16 13:34,ISSUE_0125,True
523,"The light close to Saibaba Colony flickers on and off intermittently, never staying lit. This has been the case for quite some time.",Streetlight,Broken streetlight,11.02008,76.936096,2026-08-13 04:44,ISSUE_0119,True
524,The bulb along the stretch near Sowripalayam seems to have burnt out and no one has replaced it. Vehicles are getting damaged because of this.,Streetlight,Broken streetlight,10.999726,76.993951,2026-07-20 21:59,ISSUE_0115,True
525,Edges of the road in front of Town Hall are crumbling into the drain alongside. Noticed it this morning while passing by.,Road,Road damage,10.992703,76.963163,2026-07-22 15:07,ISSUE_0050,True
526,The junction near Ramanathapuram turns into a small lake after every monsoon shower.,Drainage,Waterlogging,10.995603,76.985199,2026-08-16 21:52,ISSUE_0270,True
527,The smell from the overflowing drain on the Ondipudur main road is unbearable. This has been ignored despite earlier complaints. This has been the case for quite some time.,Drainage,Drain overflow,11.00445,77.04734,2026-08-18 09:57,ISSUE_0228,True
528,The overhead tank on the Town Hall main road isn't filling properly due to supply issues. This needs to be fixed immediately before someone gets hurt.,Water,Water supply,10.995075,76.965326,2026-08-09 11:28,ISSUE_0298,True
529,"One side of the signal just outside Uppilipalayam stays green far too long, blocking cross traffic.",Road,Traffic signal,10.990627,77.022335,2026-07-13 01:52,ISSUE_0089,True
530,"The traffic signal around the Chinniampalayam area went completely dark this evening. Children walk through this area every day, so it needs urgent attention.",Road,Traffic signal,11.08911,77.018735,2026-08-06 06:05,ISSUE_0082,True
531,"The signal along the stretch near Uppilipalayam is out of sync, causing jams in every direction. It is causing inconvenience to daily commuters.",Road,Traffic signal,10.98924,77.023665,2026-07-19 09:58,ISSUE_0089,True
532,The garbage van skipped our street near Mettupalayam Road again this week. This has been the case for over a month now.,Sanitation,Garbage collection,11.045537,76.94738,2026-08-06 21:43,ISSUE_0153,True
533,The corporation truck used to come daily in the Kavundampalayam Bypass locality but now it's very irregular.,Sanitation,Garbage collection,11.051291,76.945859,2026-08-09 22:23,ISSUE_0170,False
534,A broken electrical fixture at Kovaipudur is sparking intermittently. Noticed it this morning while passing by.,Electricity,Electrical hazard,10.941353,76.917348,2026-07-21 05:31,ISSUE_0417,True
535,The whole row of lights just outside Saibaba Colony seems to be non-functional right now. It is causing inconvenience to daily commuters. This has been the case since last week.,Streetlight,Broken streetlight,11.02003,76.935974,2026-07-27 00:58,ISSUE_0119,True
536,Unauthorized dumping close to Ukkadam has been happening for weeks now. Vehicles are getting damaged because of this.,Sanitation,Waste dumping,10.990971,76.955866,2026-07-20 00:40,ISSUE_0195,True
537,It's been a long outage near Ganapathy and appliances have been idle all day. This is unsafe and could lead to an accident.,Electricity,Power outage,11.034948,76.972445,2026-07-08 08:03,ISSUE_0394,False
538,"Cracks have widened over time on the road close to Kalapatti, it needs resurfacing. This has been the case since the last heavy rain.",Road,Road damage,11.074199,77.030814,2026-07-14 01:50,ISSUE_0054,True
539,People in the Peelamedu locality are falling sick after drinking the tap water. This has been the case for quite some time.,Water,Water quality,11.027243,77.026409,2026-08-06 20:57,ISSUE_0344,True
540,The road at Sundarapuram has eroded badly after the recent rains. Many residents in the area are affected by this.,Road,Road damage,10.972569,76.967167,2026-07-16 22:26,ISSUE_0073,False
541,Residents in front of Vadavalli Market have noticed a yellowish tint in the tap water. It's a small issue but worth noting.,Water,Water quality,11.019309,76.905428,2026-08-07 09:13,ISSUE_0339,True
542,Kids playing beside the Kavundampalayam bus stop in the evening have almost no visibility once it gets dark. Elderly residents are finding it especially difficult. This has been the case for over a month now.,Streetlight,Broken streetlight,11.049616,76.94702,2026-08-08 12:52,ISSUE_0118,True
